mean_intensity,std_intensity,skewness,kurtosis,contrast,energy,homogeneity,correlation,entropy,laplacian_variance,edge_density,texture_roughness,label
0.5434766074466618,0.20596129305636962,-0.49249746386222093,4.033786167938899,3.5560109205265764,0.6794508332959412,0.9442536529063634,0.6045990656494656,5.934838381859309,6.872476740521199,0.9619571857850425,0.6189272450008158,0
0.44290563384782056,0.18315840161797037,-0.3197516954437378,3.651540620643959,3.738076805735739,0.16507860208781233,0.565486165410391,0.41072696899431294,5.5883238876609385,1.1909151953190111,0.4220192622398897,0.3336226100672368,0
0.3243278217521417,0.19821946319049547,-0.6099378724207608,5.57251743696973,5.608871045627631,0.1531003758033771,0.38317927958341813,0.4325047193746767,5.435686762238758,15.036495336790562,0.7456857921016514,-0.019906899674047684,0
0.3843652339734667,0.10961515701125336,-1.458579940348533,4.372342342866518,5.6739133521203815,0.9904421789253223,0.5917125777258312,0.26236026217593256,8.017809371605892,17.055835870746378,0.9254488677038575,0.16148786528567827,0
0.450661453146679,0.16146635885362026,0.14157112975235459,2.4465514865488363,1.0667609502222497,0.8452094963973705,0.34550227431041913,0.24577064512868824,6.4974194947565405,9.193878051479798,0.5534867619645172,0.6415119505091972,1
0.5942555141510228,0.17481494514430929,-0.7814904258195412,3.5452731654872154,8.537574517397314,0.03658573342182714,0.9671376015816575,0.49817480130547426,4.870476907568039,13.850586960065264,0.36820973748545804,0.6126508444494965,1
0.509212665843411,0.13009451701005748,-0.3281854467740544,3.616235396553313,4.058356684448928,0.32784203885344165,0.3750475921020984,0.5752147063391599,6.166735169633359,6.6966152811409785,0.17365095529166885,0.2723549100499495,0
0.4579752247538811,0.17535716681480568,-0.18000462665873393,3.739380884039014,8.986465939009353,0.798843206740809,0.5608170202771283,0.6417123169674667,6.164752103904715,14.022990310305754,0.6534801875829378,0.4071933268945119,2
0.5793347235199925,0.20291371654677234,-0.09124992132513084,3.3796875806139837,2.4711392776455727,0.5523327502406995,0.7964918077995737,0.19991591955589827,5.173034156453059,9.174004204347817,0.40777073066324054,0.2954100143638575,0
0.3564373525499477,0.13022716520667255,0.7013506448662493,2.398901857037827,3.8961492470894967,0.8679176146891754,0.31872868214469174,0.4188510192902548,5.586141450329568,4.911392865238976,0.8762618174844566,0.31801127203897916,2
0.4724857748773316,0.08596310773140386,0.16820046934493615,3.3664511465715505,5.3514009123297,0.28819930120056425,0.9360324407605083,0.3120874516294482,5.919601606094126,1.7963269485658788,0.6012181330601731,0.29254981074687547,0
0.4424484978724426,0.273329825659148,0.8845745860096011,2.71026867156961,3.987042756561889,0.8084555672986753,0.8622112818583865,0.6370781711946172,4.470108010458025,13.756559945099955,0.9286288547852143,0.551318923260612,2
0.6327772895514219,0.1768415897737522,-0.41090344995730116,3.0780307255200845,7.248248969908228,0.10830146476894675,0.3724271748092023,0.3359636721282318,6.248943014260659,14.05999256392587,0.9533013892331607,0.5545111829319439,1
0.47062210798478704,0.1914217744891826,0.5951528517550588,2.0088936844126497,3.3123800429505534,0.9962650629391334,0.9090667727296404,0.1697644481888938,6.177230145268112,4.142774069868656,0.29821578937044557,0.42230463487635733,0
0.3551832478697343,0.2461532350938325,-0.7005258720286045,2.746660922747835,5.51455183018175,0.14610218460201185,0.37524242898866983,0.7189816729169662,3.8028613687641544,8.308483912800142,0.7075500368082185,0.37316921198078123,1
0.5066545815859205,0.21147408577318033,-0.08932758450694508,3.4961207080887857,4.820538460176763,0.4313596028715073,0.7073991078191918,0.6399346550705726,5.912040949018823,11.867201766077848,0.2705195967102011,0.26298519133934883,0
0.5587917945913622,0.2698335235974096,-0.13908831083303785,2.1861367941482537,4.254657674427237,0.7775521343189499,0.7596416521397175,0.5146442420933989,5.923214624524767,1.1400523687571589,0.8067063522998084,0.4223535415034928,1
0.43602484672502523,0.11066462443159611,0.4814802866247239,5.206525307140402,3.4284074612344537,0.7953234625277513,0.8643620421060869,0.6732794800715199,6.612344920098451,11.810624879713487,0.3493216752360554,0.5368293945823147,0
0.33292898523577,0.25298353186749306,-0.07448548697886254,1.5470605330696199,3.5645010488802473,0.13485726879007998,0.9379758327722285,0.4184112357738635,3.6894323745246873,0.09721964446793052,0.2698403223244006,0.518814943508369,2
0.4624633501121549,0.13321485801490027,-0.18167836528821785,3.0775766071156863,6.365630876601197,0.056069452386442564,0.8914494929000445,0.5139627163016104,5.784223148846459,7.96373038015836,0.17363896408860913,0.3431921460576164,2
0.4460912305828183,0.24716151360301888,-0.5091633491864718,2.541758000979086,5.987721147671457,0.34710970924060003,0.5095716696568314,0.2946974921162391,4.921992286036428,3.830249752045578,0.4377636955146402,0.733808992957756,2
0.43689005499558803,0.223052798907257,-0.2521132090618277,3.4497651593677974,5.703208378053399,0.6522908853274749,0.8573628001653766,0.13265324623573083,6.545078654481406,14.196154703941161,0.7915467607481518,0.8534590476310712,1
0.7597673726595833,0.23450522123820064,-0.9869169349294818,3.211713784170597,5.510386703512033,0.986892202538008,0.3011415933409054,0.8212398320032981,7.651991837443339,17.69232657014262,0.6289096189027389,0.5372431724716269,0
0.6563668674361556,0.15436969039461043,0.8014524464211499,2.234885543656113,7.428100681276171,0.20952676401975123,0.6471451927642201,0.4373832050987112,6.8501040968971365,10.82425420139128,0.6926025025622045,0.6829724709326324,2
0.3348240851820733,0.17588837606485397,-0.5961976652212168,5.1586590107048345,8.288603420467382,0.7160999706587471,0.8676291266337721,0.35720098055306415,5.6378088659450185,18.439977207342324,0.378934411475472,0.4902857022401459,0
0.4094520944639939,0.11081944351429084,-0.4644945835652898,2.1954733697751863,6.778254635054015,0.49655881704361604,0.9969688604377767,0.31870521010532366,5.735924030008138,19.946797792908058,0.2643272242750323,0.6212460411768691,0
0.6089217496710793,0.22162972258630761,-0.24587370986506737,4.1099696431057,4.067166987985131,0.03108418000803037,0.6735339537579074,0.16971963351541275,5.005065556183671,13.12274212944181,0.6065058323730488,0.551309644370833,0
